,total_cases,weekly_hosp_admissions_per_million,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,stringency_index,BanOnAllEvents,BanOnAllEventsPartial,ClosDaycare,ClosDaycarePartial,ClosPrim,ClosPrimPartial,ClosPubAny,ClosPubAnyPartial,ClosSec,ClosSecPartial,EntertainmentVenues,EntertainmentVenuesPartial,GymsSportsCentres,GymsSportsCentresPartial,HotelsOtherAccommodationPartial,IndoorOver100,IndoorOver1000,IndoorOver50,MasksMandatoryAllSpacesPartial,MasksMandatoryClosedSpaces,MasksVoluntaryAllSpaces,MassGather50,MassGather50Partial,MassGatherAll,MassGatherAllPartial,NonEssentialShops,NonEssentialShopsPartial,OutdoorOver100,PlaceOfWorshipPartial,PrivateGatheringRestrictions,QuarantineForInternationalTravellers,QuarantineForInternationalTravellersPartial,RestaurantsCafes,RestaurantsCafesPartial,SocialCirclePartial,StayHomeGen,StayHomeGenPartial,StayHomeOrderPartial,Teleworking,TeleworkingPartial,tmin,tmax,prcp,wdir,wspd,wpgt,pres,R_kat,new_cases,new_cases_lead_1,new_cases_lead_2,new_cases_lead_3,new_cases_lead_4,new_cases_lead_5
101,166152,12.012,0.573,0.038,26.3,0.0,0.0,71.76,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.1,17.8,6.3,293.3,8.9,27.8,1016.8,0,1056.286,1013.571,946.143,917.286,930.143,908.143
102,167007,12.012,0.587,0.038,26.3,0.0,0.0,71.76,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,7.3,13.3,0.6,329.5,14.6,42.6,1018.8,0,1013.571,946.143,917.286,930.143,908.143,887.857
103,168162,12.012,0.601,0.038,26.3,0.0,0.0,66.2,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.7,14.9,0.0,317.0,14.6,33.3,1022.6,0,946.143,917.286,930.143,908.143,887.857,917.714
104,169430,12.012,0.615,0.038,26.3,0.0,0.0,64.35,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,8.7,20.6,0.0,305.0,16.1,40.8,1022.3,0,917.286,930.143,908.143,887.857,917.714,880.571
105,170588,12.012,0.629,0.038,26.3,0.0,0.0,64.35,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,6.8,24.5,0.0,289.3,8.4,22.2,1018.6,0,930.143,908.143,887.857,917.714,880.571,848.0
106,171324,12.012,0.643,0.038,26.3,0.0,0.0,64.35,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,9.9,23.4,0.0,348.8,8.4,22.2,1014.0,0,908.143,887.857,917.714,880.571,848.0,721.143
107,171879,9.054,0.658,0.026,38.5,0.0,0.0,64.35,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,13.6,21.7,1.4,260.5,6.9,20.4,1007.0,0,887.857,917.714,880.571,848.0,721.143,663.571
108,172576,9.054,0.669,0.026,38.5,0.0,0.0,64.35,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5.7,16.9,17.0,329.8,14.9,38.9,1003.7,0,917.714,880.571,848.0,721.143,663.571,632.571
109,173171,9.054,0.68,0.026,38.5,0.0,0.0,64.35,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.3,13.5,1.3,305.1,11.6,29.6,1016.7,0,880.571,848.0,721.143,663.571,632.571,641.429
110,174098,9.054,0.691,0.026,38.5,0.0,0.0,64.35,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.5,14.7,0.6,31.1,7.6,20.4,1012.8,0,848.0,721.143,663.571,632.571,641.429,567.857
111,174478,9.054,0.702,0.026,38.5,0.0,0.0,64.35,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,8.8,14.5,2.0,1.0,9.9,24.1,1014.8,0,721.143,663.571,632.571,641.429,567.857,658.143
112,175233,9.054,0.714,0.026,38.5,0.0,0.0,64.35,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5.4,15.0,0.0,339.6,10.8,29.6,1017.9,0,663.571,632.571,641.429,567.857,658.143,625.0
113,175752,9.054,0.725,0.026,38.5,0.0,0.0,61.57,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.8,19.9,0.0,259.9,9.4,24.1,1021.6,0,632.571,641.429,567.857,658.143,625.0,649.0
114,176369,5.796,0.736,0.017,58.8,0.0,0.0,61.57,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,20.0,0.0,303.6,10.6,29.6,1021.0,0,641.429,567.857,658.143,625.0,649.0,639.571
115,176551,5.796,0.718,0.017,58.8,0.0,0.0,61.57,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,8.7,24.3,0.0,267.8,10.2,27.8,1022.3,0,567.857,658.143,625.0,649.0,639.571,604.857
116,177778,5.796,0.699,0.017,58.8,0.0,0.0,59.72,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,11.5,24.7,0.0,305.6,13.0,38.9,1019.6,0,658.143,625.0,649.0,639.571,604.857,565.571
117,178473,5.796,0.681,0.017,58.8,0.0,0.0,59.72,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,12.9,19.0,0.0,317.2,9.4,24.1,1021.1,0,625.0,649.0,639.571,604.857,565.571,578.429
118,179021,5.796,0.663,0.017,58.8,0.0,0.0,59.72,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,9.7,21.6,0.0,5.9,8.8,24.1,1022.6,0,649.0,639.571,604.857,565.571,578.429,488.857
119,179710,5.796,0.644,0.017,58.8,0.0,0.0,59.72,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,7.6,21.8,2.0,228.7,7.1,16.7,1022.8,0,639.571,604.857,565.571,578.429,488.857,435.857
120,179986,5.796,0.626,0.017,58.8,0.0,0.0,59.72,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,12.3,18.8,12.2,297.8,10.1,33.3,1021.1,0,604.857,565.571,578.429,488.857,435.857,453.571
121,180328,4.449,0.608,0.015,66.7,0.0,0.0,59.72,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,11.1,17.0,1.4,281.6,17.4,48.2,1026.4,0,565.571,578.429,488.857,435.857,453.571,458.857
122,180600,4.449,0.62,0.015,66.7,0.0,0.0,59.72,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,11.5,15.1,4.6,310.2,16.0,40.8,1028.3,0,578.429,488.857,435.857,453.571,458.857,457.571
123,181200,4.449,0.633,0.015,66.7,0.0,0.0,59.72,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,11.6,19.1,0.0,341.5,13.2,35.2,1033.0,0,488.857,435.857,453.571,458.857,457.571,440.286
124,181524,4.449,0.646,0.015,66.7,0.0,0.0,59.72,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,9.7,22.2,0.0,316.7,11.1,27.8,1032.3,0,435.857,453.571,458.857,457.571,440.286,427.714
125,182196,4.449,0.658,0.015,66.7,0.0,0.0,59.72,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,12.6,16.9,3.7,337.0,14.5,35.2,1028.8,0,453.571,458.857,457.571,440.286,427.714,382.714
126,182922,4.449,0.671,0.015,66.7,0.0,0.0,59.72,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,9.5,19.5,0.0,3.9,13.2,35.2,1027.0,0,458.857,457.571,440.286,427.714,382.714,371.0
127,183189,4.449,0.683,0.015,66.7,0.0,0.0,59.72,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,10.4,17.0,0.0,347.6,13.6,37.0,1023.0,0,457.571,440.286,427.714,382.714,371.0,325.143
128,183410,3.691,0.696,0.011,90.9,0.0,0.0,59.72,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,10.1,17.7,0.0,323.5,13.5,33.3,1020.8,0,440.286,427.714,382.714,371.0,325.143,286.0
129,183594,3.691,0.68,0.011,90.9,0.0,0.0,59.72,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,11.9,23.5,0.0,344.7,13.4,31.5,1021.2,0,427.714,382.714,371.0,325.143,286.0,323.0
130,183879,3.691,0.664,0.011,90.9,0.0,0.0,59.72,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,10.7,24.3,0.0,331.7,11.7,29.6,1017.4,0,382.714,371.0,325.143,286.0,323.0,334.286
131,184121,3.691,0.648,0.011,90.9,0.0,0.0,59.72,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,13.8,25.9,0.5,300.6,11.0,29.6,1006.3,0,371.0,325.143,286.0,323.0,334.286,359.286
132,184472,3.691,0.632,0.011,90.9,0.0,0.0,59.72,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,11.3,20.0,5.8,243.5,8.0,18.5,997.4,0,325.143,286.0,323.0,334.286,359.286,375.286
133,184924,3.691,0.616,0.011,90.9,0.0,0.0,59.72,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,13.3,18.0,2.8,262.3,14.1,40.8,996.9,0,286.0,323.0,334.286,359.286,375.286,343.0
134,185450,3.691,0.6,0.011,90.9,0.0,0.0,59.72,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,16.9,0.0,249.5,9.7,24.1,1003.9,0,323.0,334.286,359.286,375.286,343.0,317.0
135,185750,2.79,0.584,0.009,111.1,0.0,0.0,59.72,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,12.1,15.6,4.6,291.5,7.7,20.4,1008.6,0,334.286,359.286,375.286,343.0,317.0,328.857
136,186109,2.79,0.58,0.009,111.1,0.0,0.0,59.72,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,11.5,20.0,0.7,324.0,9.1,27.8,1013.1,0,359.286,375.286,343.0,317.0,328.857,259.571
137,186506,2.79,0.577,0.009,111.1,0.0,0.0,59.72,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.2,19.6,7.3,350.5,9.3,24.1,1014.5,0,375.286,343.0,317.0,328.857,259.571,252.571
138,186522,2.79,0.573,0.009,111.1,0.0,0.0,59.72,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.4,18.1,13.3,345.7,9.7,22.2,1012.6,0,343.0,317.0,328.857,259.571,252.571,224.714
139,186691,2.79,0.57,0.009,111.1,0.0,0.0,59.72,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.2,22.5,3.3,2.3,7.2,16.7,1009.4,0,317.0,328.857,259.571,252.571,224.714,249.429
140,187226,2.79,0.566,0.009,111.1,0.0,0.0,59.72,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.2,27.3,0.0,90.2,9.8,27.8,1009.6,0,328.857,259.571,252.571,224.714,249.429,297.429
141,187267,2.79,0.563,0.009,111.1,0.0,0.0,59.72,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.2,29.3,4.7,48.1,8.4,25.9,1009.2,0,259.571,252.571,224.714,249.429,297.429,446.571
142,187518,3.415,0.559,0.009,111.1,0.0,0.0,59.72,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,18.5,23.0,34.3,320.5,6.9,16.7,1009.8,1,252.571,224.714,249.429,297.429,446.571,439.0
143,187682,3.415,0.573,0.009,111.1,0.0,0.0,59.72,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.2,25.2,6.5,340.0,9.1,22.2,1012.9,1,224.714,249.429,297.429,446.571,439.0,486.143
144,188252,3.415,0.587,0.009,111.1,0.0,0.0,59.72,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.5,25.1,0.0,330.6,8.1,20.4,1014.0,1,249.429,297.429,446.571,439.0,486.143,536.286
145,188604,3.415,0.601,0.009,111.1,0.0,0.0,59.72,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.3,26.2,0.0,33.5,9.1,24.1,1010.8,1,297.429,446.571,439.0,486.143,536.286,583.714
146,189817,3.415,0.615,0.009,111.1,0.0,0.0,63.43,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.5,20.6,13.2,284.5,13.6,33.3,1010.2,1,446.571,439.0,486.143,536.286,583.714,604.0
147,190299,3.415,0.628,0.009,111.1,0.0,0.0,63.43,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.5,21.4,7.9,301.5,14.9,37.0,1013.3,1,439.0,486.143,536.286,583.714,604.0,609.571
148,190670,3.415,0.642,0.009,111.1,0.0,0.0,63.43,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.2,19.3,5.0,299.5,15.4,35.2,1017.4,1,486.143,536.286,583.714,604.0,609.571,507.714
149,191272,3.078,0.656,0.015,66.7,0.0,0.0,63.43,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.3,22.2,1.7,314.1,15.4,35.2,1018.3,1,536.286,583.714,604.0,609.571,507.714,533.857
150,191768,3.078,0.678,0.015,66.7,0.0,0.0,63.43,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.2,25.2,0.0,311.2,15.3,35.2,1020.8,1,583.714,604.0,609.571,507.714,533.857,541.143
151,192480,3.078,0.699,0.015,66.7,0.0,0.0,63.43,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14.2,24.8,0.0,326.0,12.1,31.5,1024.0,1,604.0,609.571,507.714,533.857,541.143,488.714
152,192871,3.078,0.72,0.015,66.7,0.0,0.0,63.43,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.1,23.8,1.2,347.7,9.5,24.1,1023.6,1,609.571,507.714,533.857,541.143,488.714,467.714
153,193371,3.078,0.742,0.015,66.7,0.0,0.0,63.43,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.9,23.8,7.0,79.1,9.7,27.8,1020.3,1,507.714,533.857,541.143,488.714,467.714,419.714
